Gen.1.1 | Kezdetben teremté Isten a mennyet és a földet.
Gen.45.24 | És elbocsátá az ő attyafiait és elmenének, kiknek megparancsolta vala, hogy az úton egybe ne vesznének.
Gen.45.25 | Feljövének azért Egyiptomból: és menének Kanaán földére az ő attyokhoz Jákobhoz.
Gen.45.26 | Kinek mikor ezt mondották volna: József még él, és ő uralkodik egész Egyiptom földén, az ő szíve ellenkada: és nem hioszi vala az ő beszédeket.
Gen.45.27 | De mikor megbeszélték volna Józsefnek minden beszlédeit mellyeket szólott volna, és a szekereket is látta volna, melyeket József küldött vala ő érette, az ő attyoknak Jákobnak lelke megélede.
Gen.45.28 | És monda az Izráel: Elég nékem hogy még József az én fiai él: lemegyek és meglátom őtet minekelőtte meghalnék.

Gen.46.1 | Elindula azért Izráel minden hozzá tartozóval és méne Beersebába: és áldozék áldozatokat az ő attyának Izsáknak Istenének.
Gen.46.2 | És szóla Isten az Izráelnek éjszakai látásban, és monda: Jákób, Jákób. Ki felele: Ímhol vagyok.
Gen.46.3 | És monda: Én vagyok az erős Isten, a te atyádnak Istene: Ne félj Égyiptomba lemenni; mert nagy néppé tészlek ott tégedet.
Gen.46.4 | Én lemégyek veled Égyiptomba, és onnét ismét kétség nélkül én felhozlak; és József fogja bé néked a te szemeidet.
Gen.46.5 | Felkele azért Jákób Beersebából, és elvivék az Izráel fijai Jákóbot az ő gyermekeiket és feleségeiket a szekerekben, mellyeket Faraó küldött vala ő érette.
Gen.46.6 | És elvivék az ő juhaikat, és minden marhájokat, mellyeket Kanaán földében gyüjtöttek vala, és jutának Égyiptomba Jákób és minden ő magva.
Gen.46.7 | Az ő fijait és unokáit ő vele egybe, az ő leányait, és fijainak leányait és minden ő magvát vele egybe elvivé Égyiptomba.
Gen.46.8 | Ezek pedig az Izráel fijainak nevek, kik bémentek Égyiptomba: Jákób tudniillik és az ő fijai: Jákóbnak előszülötte Rúben.
Gen.46.9 | Rúben fijai: Khánokh, Pallu, Kheczron, Khármi.
Gen.46.10 | Simeonnak pedig fijai: Jémuel, Jámin, Ohád, Jakhin, Czohár; és Saul a Kanaáni feleségétől.
Gen.46.11 | Lévinek fijai: Gerson, Kéhát, Mérári.
Gen.46.12 | Júdának pedig fijai: Hér, Onán, Séla, Pérecz, Zérákh; de megholt vala Hér és Onán a Kanaán földén. Pérecznek pedig fijai: Kheczron és Khámul.
Gen.46.13 | Issákhárnak pedig fijai: Thóla, Puvah, Jób, Simron.
Gen.46.14 | Zebulonnak fijai: Séred, Élon, Jahléel.
Gen.46.15 | Ezek Leának fijai, kiket szült vala Jákóbnak Mésopotámiában, és Dinát az ő leányát. Minden fijainak és leányainak számok harminczhárom lélek.
Gen.46.16 | Gádnak pedig fijai: Sifjon, Khaggi, Suni, Esbon, Héri, Aródi és Areéli.
Gen.46.17 | Ásernek fijai: Jimnah, Jisvah, Jisvi, Bériha, és Sérákh az ő hugok: Bérihának fijai: Khéber és Málkhiel.
Gen.46.18 | Ezek Zilpának fijai, kit Lábán adott vala Leának az ő leányának: és ez tizenhat Lelkeket szüle Jákóbnak.
Gen.46.19 | Rákhelnek a Jákób feleségének fijai: József és Benjámin:
Gen.46.20 | És születtetének Józsefnek az Égyiptom földében Manasse és Efraim: kikelt szült néki Asenáth Pótiferának, On város fejedelmének leánya.
Gen.46.21 | Benjámin fijai: Béla, Béker, Asbél, Géra, Nahamán, Ekhi, Rós, Muppim, Khuppim, Ard.
Gen.46.22 | Ezek Rákhelnek fijai, kik születtek Jákóbnak, mindenestől tizennégy lelkek.
Gen.46.23 | Dán fijai: Khusim.
Gen.46.24 | Nafthalinak fijai: Jakhtzél, Gúni, Jéser, Sillém.
Gen.46.25 | Ezek Bilhának fijai, kit adott vala Lábán Rákhelnek az ő leányának: és ezeket szülte Jákóbank, mindenestől hét lelkek.
Gen.46.26 | Mindenestől a kik Jákóbbal Égyiptomba mentek bé, kik az ő ágyékából származtak, a Jákób fijainak feleségeiktől megválva, voltak hatvanhat lelkek.
Gen.46.27 | Józsefnek fijai pedig, kik Égyiptomban születtek, két lelkek: A Jákób házának azért lakosai, kik Égyiptomba mentek vala, mindnyájan hetven lelkek valának.
Gen.46.28 | Elbocsátá pedig Júdát maga előtt Józsefhez, hogy minekelőtte oda érkeznék, a Gósen földén néki helyet szerzenének, Jutának azért Gósen földébe.
Gen.46.29 | És elkészitvén József az ő szekerét, eleibe méne Izráelnek az ő attyának Gósenbe; és minekutánna meglátta volna Jákób Józsefet, esék Jákób Józsefnek nyakára, és síra az ő nyakán sok ideig.
Gen.46.30 | És monda Izráel Józsefnek: Immár örömest meghalok, mivelhogy láttalak téged, hogy még élsz.
Gen.46.31 | József pedig monda az ő attyafiainak, és az ő attya háznépének: Felmégyek és tudtára adom Faraónak, és ezt mondom néki: Az én atyámfiai és az atyám háznépe, kik Kanaán földében valának, jöttek én hozzám.
Gen.46.32 | Azok az emberek pedig juhpásztorok, mert baromtartó emberek voltak: az ő juhaikat is, barmaikat és mindeneket elhozták.
Gen.46.33 | Mikor pedig Faraó hivatánd titeket és kérdéndi: Micsoda munkás emberek vagytok?
Gen.46.34 | Azt feleljétek: Baromtartó emberek voltak a te szolgáid gyermekségünktől fogva mind ez ideig, mind min, mind a mi atyáink: hogy lakhassatok a Gósennek földén: mert minden barompásztor utálatos az Égyiptombelieknél.

Gen.47.1 | Elméne azért József és tudtára adá Faraónak, és monda: az én atyám és atyámfiai, az ő juhaikkal és mindenekkel valamijek volt, jöttek ide Kanaán földéről; és ám Gósen földén vagynak.
Gen.47.2 | Az ő attyafiainak is felét, tudniillik öt embereket maga mellé vőn, kiket állata Faraó eleibe.
Gen.47.3 | És monda Faraó József attyafiainak: Micsoda munkás emberek vagyok ti? Kik felelének Faraónak: Juhpásztorok a te szolgáid, mind mi, mind a mi atyánk.
Gen.47.4 | És mondanának Faraónak: Hogy ezen a földön lakozzunk azért jöttünk, mert a te szolgáid barmaiknak nincsen élések, és nagy éhség vagyon a Kanaán földén: kérünk azokáért hadd lakjanak a te szolgáid a Gósen földén.
Gen.47.5 | És szóla Faraó Józsefnek mondván: A te atyád és a te atyádfiai jöttek te hozzád.
Gen.47.6 | Az Égyiptomnak földe előtted vagyon; ez országnak legjobb részében adj helyet a te atyádnak és atyádfiainak, lakozzanak a Gósen földén: ha pedig látandod hogy vagynak ő közöttük serény emberek, tégyed azokat gondviselőkké az én barmaimon.
Gen.47.7 | Bévivé József Jákóbot is az ő attyát, és állatá őtet Faraó eleibe, és köszönté Jákób Faraót.
Gen.47.8 | Akkor monda Faraó Jákóbnak: Hányak a te életed esztendeinek napjai?
Gen.47.9 | Monda pedig Jákób Faraónak: Az én bujdosásom esztedeinek napjai száz és harmincz esztendők; kevesek és nyomorúságosok voltak az én életem esztendinek napjai, és nem érték el az én atyáim életek esztendeinek napjai, a mellyekben ők bujdostak.
Gen.47.10 | És minekutánna megáldotta volna Jákób Faraót, kiméne Faraó elő.
Gen.47.11 | Rendele azért József lakásra való helyet az ő attyának és attyafiainak, és ada nékik örökséget Égyiptom földében, azon tartománynak legjobb részében a Ramehses földén; mint Faraó megparancsolta vala.
Gen.47.12 | És táplálja vala József az ő attyát és attyafiai, és az ő attyának minden háznépét kenyérrel, mint a kis gyermekeket szokták táplálni.
Gen.47.13 | És kenyér nem vala az egész földön, mert igen nagy éhség vala, és elalélt vala Égyiptom földe, és a Kanaán földe az éhség miatt.
Gen.47.14 | Bétakará pedig József valami pénz találtatik vala Égyiptomnak és Kanaánnak földén a gabonáért, a mellyet azok vesznek vala; és bevivé József a kincset a Faraó tárházába.
Gen.47.15 | És mikor elfogyott volna a pénz Égyiptomnak és Kanaánnak földéről, egész Égyiptom Józsefhez méne, mondván: Adj nékünk kenyeret, mire hagysz meghalnunk szemed láttára, ha immár pénzünk elfogyott?
Gen.47.16 | És monda József: Adjátok nékem a ti barmaitokat, és adok néktek keyneret a ti barmaitokért, ha pénzetek elfogyott.
Gen.47.17 | Vivék azért az ő barmaikat Józsefhez és ada nékik József eleséget a lovakért, juhokért, ökrökért és szamarakért: és táplálá őket kenyérrel abban az esztendőben az ő minden barmaikért.
Gen.47.18 | Mikor pedig az az esztendő elmult volna, menének ő hozzá más esztendőben, és mondának néki: Nem titkolhatjuk el a mi urunktól, hogy bizony elfogyott pénzünk, és minden barmunknak nyája a mi urunknál vagyon, nem maradt semmi egyéb a mit a mi urunknak adnánk a mi testünknél és földünknél.
Gen.47.19 | Miért halunk meg szemed láttára? mind magunkat, mind földünket árossá tesszük, végy meg minket és a mi földünket kenyéren, és lészünk mind mi, mind földünk Faraó szolgái, és adj magot hogy éljünk s ne haljunk meg, é a föld ne pusztuljon el.
Gen.47.20 | Megvevé azért József mind egész Égyiptom földét, mert az Égyiptombeliek mind eladák az ő mezejeket, mivelhogy az éhség nagy erőt vett vala rajtok; és a föld lőn Faraóé.
Gen.47.21 | A népet pedig elköltözteté bizonyos városokba, Égyiptomnak egyik határától fogva a másik határáig.
Gen.47.22 | Csak a papok földét nem vevé meg: mert Faraó élést rendelt vala a Papoknak, és azzal táplálják vala magokat a mit Faraó ád vala: annakokáért nem adák el az ő örökségeket.
Gen.47.23 | És monda József a népnek: Ímé megvettelek titeket a mai napon, és a ti földeteket Faraónak. Ímhol magot adok, vessétek bé a földet.
Gen.47.24 | És a gabonából adjatok Faraónak ötödrészt; a négy rész legyen tiétek, a földnek veteményére és éléstekre, mind magatoknak mind házatokbelieknek, és hogy gyermekeitek ehessenek.
Gen.47.25 | Kik felelének: Te tartottad meg nékünk a mi életünket: az én uram mívelje velünk e jótéteményt hogy legyünk Faraónak szolgái.
Gen.47.26 | És József törvénnyé költé mind a mai napig Égyiptomnak földéről, hogy Faraónak ötödrészt adnának, csak a Papok földe nem volt Faraóé.
Gen.47.27 | Lakozék azért Izráel Égyiptom földében a Gósen földén, és ott megöröködének, és megnevekedének s megszaporodának felette igen.
Gen.47.28 | Jákób pedig élt az Égyiptom földében tizenhét esztendeig, és voltak az ő élete esztendeinek napjai száz negyvenhét esztendők.
Gen.47.29 | És elközelgetének az Izráel halálának napjai, és hívatá az ő fiját Józsefet, s monda néki: Ha én te előtted keves vagyok, kérlek tegyed a te kezedeet az én tomporom alá, és cselekedjed velem e téteményt és hívséget: Ne temess el, kérlek engemet Égyiptomban.
Gen.47.30 | Hanem minekutánna elaluszom az én atyáimmal, vígy ki engemet Egyiptomból, és temess el az ő koporsójokban. Monda azért néki: Én a te beszéded szerint cselekeszem.
Gen.47.31 | És monda: Esküldjél meg nékem, és megesküvék néki: És az Izráel hálákat ada Istennek, leborúlván az ő ágyának fejére.

Gen.48.1 | És ezek után megmondák Józsefnek, ímé a te atyád beteg; és elvivé magával az ő két fijait Manassét és Efraimot.
Gen.48.2 | És tudtára adák Jákóbank, mondván: Ímé a te fijad József hozzád jő: és magát megerősítvén az Izráel, felüle az ágyon.
Gen.48.3 | És monda Jákób Józsefnek: Az erős mindenható Isten megjelenék nékem Lúzban, a Kanaán földében, és megálda engemet.
Gen.48.4 | És monda nékem: Ímé én megnevellek tégedet, megsokasítlak téged, és sok népű sereggé tészlek, e földet is a te magodnak adom te utánnad örökkévaló örökségűl.
Gen.48.5 | Annakokáért a te két fijaid kik néked szüleettek Égyiptom földében, minekelőtte hozzád jőnék Égyiptomba, én fiaim; Efraim és Manasse, mint szinte Rúben és Simeon, én fiaim legyenk.
Gen.48.6 | A te fijaid pedig, kik azok után születtetnek, tiéid lésznek, és az ő báttyaiknak nevek alatt foglaltassanak bé az ő örökségekben.
Gen.48.7 | Mikor Mésopotámiából jőnek, meghala Rákhel Kanaán földén az úton, mikor még egy mértföldnyire volnék Efratától, és eltemetém őtet ott az Efrata úta mellett, melly Efrata immár most Bethlehemnek neveztetik.
Gen.48.8 | És látá Izráel a József fijait, és monda: Kicsodák ezek?
Gen.48.9 | Felele József az ő attyának: Az én fiaim a kiket Isten nékem itt adott. És monda: állasd előmbe kérlek őket, hogy áldjam meg őket.
Gen.48.10 | Az Izráelnek pedig szemei homályosok valának a vénségnek miatta, és nem láthat vala. És eleibe állatá néki őket, és megcsókolgatá s megölelgeté őket.
Gen.48.11 | És monda Izráel Józsefnek: Nem reménylettem hogy soha téged lássalak, és ímé az Isten megadta látnom magodat is.
Gen.48.12 | Elvevé azért József azokat az ő attyának térdei elől, és a földre arcczal leborúla.
Gen.48.13 | Vevé pedig József mind a kettőt, és állatá Efraimot magának jobbkeze felől, Izráelnek pedig balkeze felől; Manassét pedig ő magának balkeze felől, Izráelnek jobbkeze felől, és azokat közel vivé ő hozzá.
Gen.48.14 | Kinyujtván pedig Izráel az ő jobbkezét, tevé Efraimnak fejére, ki kisebb vala, az ő balkezét pedig Manassénak fejére, és megesméré az ő kezeivel, hogy Manassé elsőszülött volna.
Gen.48.15 | És megáldá Józsefet s monda: Az Isten kinek előtte jártak az én atyáim Ábrahám és Izsák: az Isten a ki táplált engemet az én születésemnek idejétől fogva mind e napi:
Gen.48.16 | Amaz Angyal, a ki megszabadított engem minden gonosztól, áldja meg e gyermekeket, és hivattassék ő rajtok az én nevem, és az én atyáimnak Ábrahámnak és Izsáknak nevek, és mint a halak szaporodjanak e földön.
Gen.48.17 | Látván pedig József, hogy az őattya jobbkezét Efraim fejére tenné, nem tetszék néki, és megfogá az ő attyának kezét, hogy Efraim fejéről Manasse fejére tenné.
Gen.48.18 | És monda József az ő attyának: Nem úgy szerető atyám: mert ez elsőszülöttem, a te jobb kezed ennek fejére tégyed.
Gen.48.19 | Nem akará pedig az ő attya, és monda: Tudom jó fiam, jól tudom, ez is nagy néppé lészen, és igen megnevekedik; de az ő öccse nálánál inkább megnevekedik, és az ő magvából sok népek származnak.
Gen.48.20 | És megáldá őket azon a napon, ezt mondván: Az Izráel te benned áld meg egyebeket illyen módon: Az Isten tégyen ollyanná tégedet, minéművé tette Efraimot és Manassét. És Efraimot Manassénál feljebbvalóvá tevé.
Gen.48.21 | Ezt is mondá Izráel Józsefnek: Ímé én meghalok és az Isten ti veletek lészen és haza viszen titeket a ti atyáitoknak földökre.
Gen.48.22 | Én pedig adok néked egy darab részt a te atyádfiainak részek felett, mellyet az Emoreustól vettem fegyveremmel és kézívemmel.

Gen.49.1 | Szólitá azért Jákób az ő fijait, és monda: Gyüljetek ide, és megjelentem néktek a mi következendő reátok az utolsó időben.
Gen.49.2 | Gyüljetek egybe és halljátok Jákóbnak fijai, halljátok, mondom, Izráelt a ti atyátokat.
Gen.49.3 | Rúben én elsőszülöttem, te én erősségem, és az én erőmnek első zsengéje, ki méltósággal és hatalommal első volták volna.
Gen.49.4 | De mivelhogy hajlandó volták, mint a víz, nem lészesz első, mert a te atyádnak ágyára hágtál, akkor megfertéztetted azt az én ágyamat, felhágván arra.
Gen.49.5 | Simeon és Lévi atyafiak, álnokságnak fegyvere volt az ő szerződések a Sékhemitákkal.
Gen.49.6 | Az ő titkos tanácsokban részes ne légy én lelkem, és az ő gyülekezetekkel ne egyesüljön az én dicsőségem: mert az ő búsultokban megölték a férjfiakat, és az ő indulatjok szerint elronták a várost.
